,id,status,sentences
9,nyt://article/6ed2f0f1-84be-5902-9c1d-740f9214de72,Success,"['One such view was of a new free school then known as the Deaf and Dumb Asylum in Hartford, founded by Dr. Thomas Hopkins Gallaudet in 1817.']"
0,nyt://article/702856c4-a4a2-579b-b258-481188414e78,Success,"['After the passage of the bill allowing the conferring of degrees by the Deaf and Dumb Institute of the District of Columbia, the Chairman of the Committee on the District of Columbia (this being the day set apart for District business) gave way to allow the Senate to consider the Consular and Diplomatic Appropriation bill.']"
1,nyt://article/703ef204-27ce-568b-82c8-05fa3c89bd9b,Success,"['In preparation for the big game between the patients and the hospital staff, McMurphy was trying to teach Chief Bromden, the huge Indian who adapts to life in the ward by pretending to be deaf and dumb—a literal wooden Indian—how to dunk the ball.']"
2,nyt://article/704afdfb-9789-54b9-ab43-9858c7f0bbcf,Success,"['The anniversary exercises of the Deaf and Dumb took place yesterday at the Fanwood Institute, under the direction of Prof. HARVEY P. PNET.']"
3,nyt://article/707d9759-56df-5a36-91d3-0c82ae295a85,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  The closing exercises of the academic year of the New-York Institution for the Instruction of the Deaf and Dumb, at One Hundred and Sixtysocond-street and Tenth-avenue, took place yesterday afternoon.', 'DEAF AND DUMB GRADUATES.']"
4,nyt://article/715016db-edda-5cc5-953f-734e6db21db3,Success,['BROUGH has sent a special message to the Ohio Legislature recommending the transfer of the public printing of the State to the pupils of the Deaf and Dumb Institution.']
5,nyt://article/717fe0a5-dd3d-5801-a18a-388ba908c8cf,Success,"['ADVERTISEMENT  Irving Hall was crowded yesterday afternoon, on the occasion of the Annual Anniversary and Exhibition of the Deaf and Dumb Asylum.', 'The Deaf and Dumb Asylum Anniversary.']"
6,nyt://article/71ea3ebd-1438-5aa2-8cf1-7c1ff4a7b9ec,Success,"['My mother is deaf and my father severely hard-of-hearing.', 'He rode more than 800 miles, to St. Louis, to the Central Institute for the Deaf.', 'There, in the face of a society that largely regarded the deaf as dumb and even retarded, he studied for 10 years, rarely returning home.', 'Unable to move or call for help, he came up with a revolutionary idea — to establish a network that would enable the deaf to communicate with one another and everyone else.', 'ADVERTISEMENT In years to come, the deaf community hailed him as a hero, honoring him at dinners and giving him awards.']"
7,nyt://article/7214131a-aab9-53b6-8599-178faf6e6eb2,Success,"['“The rest of us are deaf, dumb, blind and with our arms tied behind our backs.” John Delury, a scholar of China and the two Koreas at Yonsei University in Seoul, South Korea, said: “Chinese diplomats are the only ones who can pick up the phone and talk to North Korean counterparts about what is going on, what to expect.']"
8,nyt://article/72ee05ae-20f7-5041-8446-c9d803e165a0,Success,"['The poor house in this town was burnt last night, and a deaf and dumb girl perished.']"
9,nyt://article/73e4841d-0004-5778-88e5-a6dc5ab3ed24,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  1 There was mute astonishment in 30 faces and an expression of amused interest on many more when the art class of the New-York Institute for the Deaf and Dumb visited the... VIEW FULL ARTICLE IN TIMESMACHINE » ADVERTISEMENT', 'DEAF AND DUMB SPECTATORS.']"
0,nyt://article/74132d36-9250-5677-a656-fd4ecc19744b,Full text is unavailable for this digitized archive article.,['Lectures before the Deaf and Dumb.']
1,nyt://article/746c3016-8e79-5f1f-876b-499fed4626a7,Success,"['Young, deaf and dumb as well as halfwitted, he murders Eily on the morning of her wedding day.']"
2,nyt://article/748b3416-4429-548c-9d2a-27ee3013b3c0,Success,"['When they work, as most of them do, and especially the brilliant and moving longer ones (”Testimony Pilot,” “Return to Return” and “Mother Rooney Unscrolls the Hurt”), they follow, with careful, sympathetic wit, the string of unlikely shocks and halfhearted enthusiasms that often make up a life ADVERTISEMENT Here, from yet another story (”Deaf and Dumb”) is a realestate man getting home on hot day: “He knew that he was two bourbons away from peace, and in his desperation he opened the wrong door, not the cabinet under the sink but the basement door, and tumbled down the rotten stairs.” His wife meanwhile awakes to find a wounded snake in her room, left there l‐g one her children, and is convinced she is still dreaming.']"
3,nyt://article/74aef066-f0bd-58e2-976b-1ef56a36aaee,Full text is unavailable for this digitized archive article.,['DEAF AND DUMB CONGRESS; Begun at Ghent -- All Proceedings Conducted in Sign Language.']
4,nyt://article/7583db21-f381-57c1-bdf5-01b58be01224,Success,"['""It\'s about a guy who\'s deaf and dumb,"" Mr. Bateman said, ""but he\'s a pinball wizard.']"
5,nyt://article/760ec311-ae70-5d30-a789-50ab24886b32,Success,"['And there is this wicked note on Iris Murdoch: “The standard beginning of a Murdoch novel might show a deplorable house in a deplorable street in a deplorable suburb; on the first floor, two middle‐aged people, worse than plain, are engaged in copulation (though the physical defects their creator has lavished on them deprive their embraces of any erotic significance and recall rather the problems topologists deal with, such as the one about the possibility of turning a doughnut inside out; on the second floor is someone also plain, wearing repulsive underclothes, who has either just succeeded or failed in committing suicide; and on the third floor an adolescent boy, deaf and dumb (but, as is shown later in the book, extraordinarily attractive to homosexuals), is skinning a goat.” I am sorry we are given only 200 pages of “Black Lamb and Grey Falcon,” and I wonder how she ever could have put up with H. G. Wells, but, finally, Rebecca West is wonderful.']"
6,nyt://article/7664b8ec-c9eb-5921-b547-c392ddf7971a,Success,"[""ADVERTISEMENT  The pupils of the Institution of the Deaf and Dumb, with their officers and teachers, will visit the Fair of the American Institute on Thursday, the 12th inst., at 1 o'clock, having received a gratuitous invitation from the Board of Managers.""]"
7,nyt://article/7689606e-7b07-5828-a2e4-e97aa664a2b7,Success,"['McDermott, who since he impersonated a deaf and dumb paralytic in ""While New York Sleeps"" has furnished the screen with one or two deaf and dumb characterizations, is excellent as the mute nephew.']"
8,nyt://article/76a3a858-28d3-5450-97c1-ef916376dde4,Success,"['(R) TOMMY—A film based on The Who puton rock opera about a little boy struck deaf, dumb and blind, who crows up to become pinball champion of the world and messiah of a now religion.']"
9,nyt://article/78217f1f-7989-5e89-af7b-e8f48b760f72,Success,"['The writing on the body referred to in the title is the ""articulacy of fingers, the language of the deaf and dumb, signing on the body body longing,"" in which both partners are deciphered and the message offered up is their love for each other.']"
0,nyt://article/78dbaece-30db-5ea9-af9e-891fa277f9ea,Full text is unavailable for this digitized archive article.,"[""ECHOES TILDEN'S CALL HERE; He Scores Roosevelt as 'Blind, Deaf and Dumb' to Tammany Graft. FEARS 'RULE BY RACKET' 'Punish the Scoundrels,' Is the Candidate's Final Plea at Historic Cooper Union. SEES THE CITY SACRIFICED Governor Was Afraid a Full Inquiry Would Hurt Chances in 1932, Rival Charges.""]"
1,nyt://article/79e31b17-2676-5e94-a987-568618d1cc22,Full text is unavailable for this digitized archive article.,['BARON ROGER DE SEILLIERE DEAD.; A DEAF-AND-DUMB NOBLEMAN WHO HAD TRAVELED MUCH.']
2,nyt://article/7a47c548-34f7-5449-a6b5-89d7468db60a,Success,"['A blind pupil of the Deaf and Dumb and Blind Asylum of Ulster, occupies a similar place.""']"
3,nyt://article/7b10b763-2619-54e4-baa2-17b12c2e5479,Success,"[""“You'd have to be deaf.""]"
4,nyt://article/7c15eeca-2da8-5fd8-99de-ed49ea566887,Success,"['The public institutions -- the Hospital for the Insane, and the Columbian Institute for the deaf, dumb and blind, are doing a good work, are prosperous and efficient, and he recommends them to the favorable regard of Congress.']"
5,nyt://article/7c20e739-a271-5db0-b004-b4d25fccee3f,Full text is unavailable for this digitized archive article.,['Deaf-and-Dumb Boys Strike.; An Editor Loses His Wheel.']
6,nyt://article/7c3f0b22-1c94-5e0b-b5b0-26977d687dbe,Full text is unavailable for this digitized archive article.,"['BANQUET TO THE DEAF AND DUMB.; A banquet to 200 deaf and dumb men and women took place at St. Mand , near Paris, yesterday. Several speeches were made, which were eagerly followed, if not listened to, and very much applauded.']"
7,nyt://article/7debed1e-23af-5ede-8e5c-5b9f9ab07965,Success,"['While it was a huge commercial success, the original ""Tommy"" has always seemed overblown, its pencil-thin story -- of a deaf, dumb and blind boy who ""sure plays a mean pinball"" -- barely able to support its music.']"
8,nyt://article/7f9988ab-a594-5735-9afb-a113cb591ad2,Success,['In one instance this is ineffectual and he eventually discovers that the two intruders are deaf and dumb.']
9,nyt://article/7fda20c5-9bbb-574b-b493-9559348d53d2,Success,"['But on Easter Island you can see the birth, life, and death of the ancient culture -- the womb of the moai in the statue quarry, the stately triumph of the moai on their platforms, and the solemn (some might say pitiful) decadence of their fall from grace the moai lying deaf, dumb, and blind in the volcanic dust whence they came.""']"
0,nyt://article/800b5f6d-0c9c-5d42-889e-dd0383a41c3c,Success,"['For terminal hip issues, deaf and dumb, on the western sea, far.']"
1,nyt://article/808a746a-d87d-5c28-8ba4-950bbe9a6a80,Success,"['The New-Orleans Picayune says: ""We have been favored with a specimen of the printing executed by the mutes and designed for the use of the blind who together are supported by the State in the Louisiana Institution for the Deaf and Dumb and the Blind, and by this well-executed act of public liberality are enabled to acquire those arts which their more fortunate brethren are possessed of so only as not to value them at their proper ratio.""']"
2,nyt://article/80b1d63c-4e5f-5247-897b-d57ae83b0fc0,Success,"['The Deaf and Dumb Asylum was between the two lines, and consequently in the line of fire from both sides.']"
3,nyt://article/80c40fac-743a-588a-9ea2-7b7bff6770db,Success,"['At the Number Three Deaf and Dumb School in Peking, army men stick acupuncture needles next to the unhearing ears of students who hope to be cured by these “barefoot army doctors serving the people.” In a Shanghai fac tory, I watch an army man laboriously trying to run a lathe.']"
4,nyt://article/80f35a05-7add-54e0-a214-9b9cd9ce1390,Full text is unavailable for this digitized archive article.,"[""-- The Gallaudet Home for the Deaf and Dumb, situated about seven miles south of this city, was destroyed by fire about 10 o'clock to-night."", 'DEAF AND DUMB HOME BURNED.(2); Gullaudet Institution, Near Pough- keepsie, Destroyed.']"
5,nyt://article/81558490-3c0b-5d87-829a-2f9c90935ff9,Full text is unavailable for this digitized archive article.,"[""-- The Gallaudet Home for the Deaf and Dumb, situated about seven miles south of this city, was destroyed by fire about 10 o'clock to-night."", 'DEAF AND DUMB HOME BURNED.; Gullaudet Institution, Near Pough- keepsie, Destroyed.']"
6,nyt://article/8194cdbb-b95b-5d67-b168-882afc37e35e,Success,"['And CBS has acted deaf, dumb and blind in handling cases on individual shows, keeping on Michael Weatherly, the star of “Bull,” even after it paid a $9.5 million settlement to the actress Eliza Dushku, who said she was axed from the show after complaining about Weatherly’s inappropriate comments.']"
7,nyt://article/8246791d-f69f-50a7-bdd8-fa1c10bded16,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  1 The instructors of the Deaf and Dumb in the United States, and other friends of deaf mutes, assembled in Convention at the Virginia Institution for the Deaf and Dumb and the Blind, in Staunton, on Wednesday, Aug 13, 1856.', 'THE DEAD AND DUMB.; Convention of American Instructors of Deaf and Dumb.']"
8,nyt://article/8263c364-9e76-52c1-8841-054492f1189c,Success,"['He may become blind, deaf and dumb.” None of the worst came to pass.']"
9,nyt://article/82b3053a-0454-58d8-ae9c-fd89b1a2a2b7,Success,"['-- At the Institution for the Deaf and Dumb, Fort Washington, Sept. 24, WM.H.H.']"
0,nyt://article/8306afde-dae7-5c28-bd74-a88a6f4034f3,Success,"['The guides are a collaborative effort between Time Out magazine and Deaf Dumb and Blind Communications, a Brooklyn media group.', 'ADVERTISEMENT Michael Cohen, founder of Deaf Dumb and Blind, said that all the people involved in the project were part of the target clubbing audience.']"
1,nyt://article/84a9d2d5-59d8-58fb-879f-f3674a5fefed,Full text is unavailable for this digitized archive article.,['Deaf and Dumb Pickpockets']
2,nyt://article/84bce3ae-afee-5b6c-ae2b-3f7c931b3376,Full text is unavailable for this digitized archive article.,"['FROM ALBANY.; Final Passage of the Maine Law. PASSAGE OF THE CANAL BILLS. The Police Bill--Deaf and Dumb Asylum-- Commissioner of Records, &c., &c. RECAPITULATION.']"
3,nyt://article/85ae00ec-5b17-53f5-b69f-f85f7a685a31,Success,"['In the 1969 ""Tommy,"" the deaf, dumb and blind pinball wizard regains his senses, then becomes a star.']"
4,nyt://article/8666e2e5-04e3-52bc-9574-7745bfda6055,Success,"['Asylum for Idiots......................... $250 00 Common Schools for State............... 412,218 23 Deaf and Dumb Asylum................... 1,200 00 Institution for the Blind.................. 2,000 00 New-York Juvenile Asylum.............. 50,000 00 New-York State Lunatic Asylum......... 1,600 00 State taxes................................2,198,497 22 Total................................$2,665,665 45 RECAPITULATION.']"
5,nyt://article/86c5cdae-cc26-54f9-b084-ad957fd298c8,Success,"['All interior communication by telegraph is also destroyed, so that the Government at Richmond, in respect to its functions in the Gulf region, is not only paralyzed, but, for the present, at least, made deaf, dumb and blind.']"
6,nyt://article/87bd86ff-40a0-5a60-a638-7556c5a612bd,Success,"['It ended with this thought: ""What is needed is not a political replacement for the Sharon government but a vision of hope, an alternative to the destruction of Zionism and its values by the deaf, dumb and callous.""']"
7,nyt://article/87f3b299-2d2f-5c1d-83ee-b1587e270f72,Success,"['“But you would have to be deaf, dumb and blind not to be a little infected by what is being said.” ADVERTISEMENT How broadly the infection will spread is still not clear.']"
8,nyt://article/8874559a-57c7-51c0-a21e-668c2f446e70,Success,"['But on Easter Island you can see the birth, life, and death of the ancient culture - the womb of the moai in the statue quarry, the stately triumph of the moai on their platforms, and the solemn (some might say pitiful) decadence of their fall from grace ... the moai lying deaf, dumb, and blind in the volcanic dust whence they came.""']"
9,nyt://article/889476fe-95da-5b4f-b3de-e6f67e12c28a,Full text is unavailable for this digitized archive article.,"[""NEW-YORK CITY.; A Visit to the Dispensaries. City Mortality. Leaning Pole. Another Foundling. City Superintendent of Schools' Report. Deaf and Dumb. CORPOREAL PUNISHMENT. Cleaning Streets. COURT CALENDAR--MONDAY. The African Slave Trade. UNITED STATES MARSHAL'S OFFICE. SUPREME COURT--SPECIAL TERM--MAY 26. SUPERIOR COURT--GENERAL TERM--May 26 The Chemical Bank Forgery--Trial of Lyman Cole. COURT OF GENERAL SESSIONS--MAY 26.""]"
0,nyt://article/88e39c51-57fb-59d0-b9d9-a6f388505f11,Success,"['Prisoners thus captured they ask us, in the deaf and dumb dialect, to exchange for men taken on such fields as Manassas and Belmont and Leesburgh!']"
1,nyt://article/8a91b4a5-f3b7-5b33-b898-9234de7f0dfe,Success,"[""ADVERTISEMENT 'Blind, Deaf and Dumb' The students' lawyers said yesterday that they had been seeking the creation by Columbia of a committee that would work to achieve divestiture."", ""''They are blind, deaf and dumb.""]"
2,nyt://article/8cb6d8f4-7ac7-56a3-ba45-ced5895960f9,Success,"['Among the appropriations are the following: $49,500 to the Institution for the Deaf and Dumb; $30,000 to the Institution for the Blind; $24,000 to the Institution for Juvenile Delinquents; $25,000 to the Western House of Reluge.']"
3,nyt://article/8d1b8665-2d85-5f1a-ab1b-7216429c1f02,Full text is unavailable for this digitized archive article.,['To Wed in Deaf and Dumb Language']
4,nyt://article/8d4f4b41-846c-544c-85e4-e943f5cd0964,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  1 When the 1 P.M. Hudson River train from Thirtieth-street stopped below the pleasant grounds of the New-York Institution for the Instruction of the Deaf and Dumb, yesterday, groups of silent but animated boys and girls stood on the lawn awaiting the arrival of their friends and patrons.', 'THE DEAF AND DUMB.; AN INTERESTING EXHIBITION BY THE PUPILS OF THE NEW-YORK INSTITUTION.']"
5,nyt://article/8eb71423-3640-5907-a72b-af2ee1778537,Success,"['Many young people today firmly believe they have been traumatized into something figuratively akin to autism, and it has left them function ally blind, deaf and dumb to the values of the geronto cracy that rules them and us all.']"
6,nyt://article/8f122868-2c52-53d7-8129-b72ff31001a9,Success,"[""''It wasn't as though Abigail was blind or deaf and dumb,'' he says.""]"
7,nyt://article/8f27e38a-8da9-5348-a095-59fae7521965,Success,"[""In French or Italian, he was Peter the Wild Boy; in English the Deaf and Dumb Asylum...and his translatress declares...he can't speak Danish!''""]"
8,nyt://article/8f584c23-55f2-5cef-9ed4-ac46e783d356,Success,"['From 1850 to 1880, census officials gave it a shot, asking if any household members were “deaf and dumb, blind, insane or idiotic.” The question was tweaked for 1890 and then dropped.', 'Kayne Rogers, an editor whose great-great-grandmother was “deaf and dumb” in several censuses, wrote today’s Back Story.']"
9,nyt://article/8f92e8bc-59a1-563d-9583-8abeefed813b,Success,"['It is usually better to treat the unpredictable among us as ghosts, wandering phantoms who play out their lonely narratives for an audience that appears to be deaf, dumb and blind.', 'With her Walkman securely over her ears, she feigns deafness when the inevitable stray character comes along and attempts a pickup.']"
0,nyt://article/8ff89b7b-e8a6-519e-801b-09bae8261e10,Full text is unavailable for this digitized archive article.,"[""LAURA BRIDGMAN.; THB BLIND, DEAF, AND DUMB WOMAN'S VISIT TO A WATCH FACTORY.""]"
1,nyt://article/9001de00-fb8b-53cd-8a88-5c0c7b982084,Success,"[""We tend to do stories about people and places and things that the American public talks about, and we'd be deaf, dumb and blind if we didn't acknowledge that they talk about '60 Minutes.'""]"
2,nyt://article/917e2880-4772-5010-866b-3d6f577688de,Full text is unavailable for this digitized archive article.,['Deaf and Dumb Hold Celebration.']
3,nyt://article/918aca0f-06ae-5199-bbf4-342c377d4aed,Success,"['I never seem to get impressions that are worth anything, and feel as if I were blind and deaf and dumb too.""']"
4,nyt://article/91cdbe5a-8f64-5a43-9565-a5401d331116,Success,"[""As for the others: ''Everybody who ain't deaf, dumb, blind, and stupid can see that white folks were protecting their own.''""]"
5,nyt://article/924c869a-d7ff-57b3-84a1-8734d8137758,Full text is unavailable for this digitized archive article.,"[""ADVERTISEMENT  1 The closing exercises of the year at the New-York Institution for the Instruction of the Deaf and Dumb, took place yesterday at 2 1/2 o'clock in the afternoon."", 'THE DEAF AND DUMB.; Closing Exercises of the New-York Institution--Interesting Performances of the Pupils--Names of the Graduates.']"
6,nyt://article/9260a53f-ca33-585f-9349-68cd7bac6f30,Full text is unavailable for this digitized archive article.,['ONCE A DEAF AND DUMB GIRL.; MORE MISDEEDS BROUGHT UP AGAINST MARTHA VAN KIESIER.']
7,nyt://article/92c5f100-bac5-55f9-90b8-37be3455ac0f,Success,"['I herewith transmit to you the reports of the Superintendents of the Asylum for the Insane, the Deaf and Dumb, the Blind, the Idiotic, and the Inebriate, showing the present condition and needs of each of of these institutions.']"
8,nyt://article/92dcaf97-965d-5829-a51b-33adb1581e10,Success,"['“We call them deaf, dumb and blind,” said the Ukrainian military nurse who ordered the observers out of her field hospital.']"
9,nyt://article/92fd199d-0642-5f8f-b3a7-fc693d3dbe10,Success,"['He spoke now of what happened when he was in Congress, a sentry on the watch-tower of the country; and he was neither deaf, dumb, nor blind, and he did know what happened before his eyes.']"
0,nyt://article/931c73b4-4d42-5ee0-80da-9a3a5f19b424,Success,"[""LINKS Scores, including links to other expatriates' pages, such as Kim and Mike Haven's page out of Houston, and a page about Aussie Slang (i.e., ''I'll give you the deaf and dumb'' means ''I'll give you the inside information'').""]"
1,nyt://article/9364d57f-6b2e-54cf-8e43-1a73443549c3,Success,"[""At 1 P.M. he lunched at the residence of Mayor WOOD on the Bloomingdale-road, and at 3 1/2 o'clock he was received at the Deaf and Dumb Institution, at Fort Washington.""]"
2,nyt://article/93f0640f-993f-547f-855f-b7eb6143aa28,Success,"['D. Cooke, Superintendent of the North Carolina Asylum for the Deaf and Dumb for the past eleven years, has resigned his place, and is succeeded by W.J.']"
3,nyt://article/941e84ef-d918-59c7-9835-50c48447b191,Full text is unavailable for this digitized archive article.,"[""NEW-YORK CITY.; UNITED STATES CIRCUIT AND DISTRICT COURTS ANNIVERSARY OF THE MARINE SOCIETY. A PICTURE IN CANDY EXHUMING THE DEAD FROM THE YARD OF THE BRICK CHURCH. WASH AND BE CLEAN. TH GRANITE STATE. ATTORNEY'S LIEN FOR COSTS. THE CHURCH OF THE DEAF AND DUMB. THE QUEEN OF ENGLAND AND THE EXHIBITION. ARRIVAL OF STRAWBERRIES. DEPARTURE OF THACKERAY AN IMPOSTER BOARD OF ASSISTANTS. STATED MEETING OF THE BOARD OF EDUCATION. ACCIDENTS. COURT CALENDAR""]"
4,nyt://article/94356548-2144-5d3b-8bba-bb8fa8875a74,Success,"['“I found this very, very difficult.” In 1969, Townshend introduces “Tommy” to a preview audience as “a story about a boy who witnesses a murder and becomes deaf, dumb and blind.']"
5,nyt://article/9445f67d-5882-55fb-b27d-007e5428c45d,Full text is unavailable for this digitized archive article.,['INSTRUCTORS OF THE DEAF AND DUMB.']
6,nyt://article/94509d90-1692-5a6b-bb2d-526ef02bb747,Full text is unavailable for this digitized archive article.,"['-- Miss Helen Keller, born blind, deaf and dumb, has learned to sing.', 'HELEN KELLER CAN SING NOW; Born Blind, Deaf, and Dumb, She Has Overcome All Handicaps.']"
7,nyt://article/9493fd6b-323c-57ba-95a9-a2636f664849,Success,"[""“Tommy,” which Russell spent a year writing in collaboration with the Who's Peter Townshend, revolves around a boy Who is struck deaf, dumb and blind after seeing his father murdered.""]"
8,nyt://article/94adfb9b-fb91-5747-9998-14fb8252856a,Success,['The Deaf and Dumb Asylum near it is in a much better style.']
9,nyt://article/94bf5288-0973-5b77-a821-474bee56a378,Full text is unavailable for this digitized archive article.,['Deaf and Dumb Boy Quizzed All Night Long by Sleuths']
0,nyt://article/94fb9201-0afd-5cf5-b49b-1091ab62e52d,Success,"['It is a metaphor for life itself in the technological age and that is the reason why in “Tommy”, the rock opera that has now been released as a film, the title role is that of a deaf, dumb and blind pinball wizard.']"
1,nyt://article/9508316c-61cb-5a22-98f1-b352709cf48b,Success,"[""They'll steal Yea deaf dumb and blind,”.""]"
2,nyt://article/95612395-6ddd-545d-b435-614258d9b31c,Success,"['The first is about the child Helen, deaf, dumb, and blind, a little wild animal raging in a strange world until her famous teacher, Anne Sullivan, comes to bring knowledge and understanding slowly into her life.']"
3,nyt://article/95af4ec6-85ac-5850-b0fc-9bfbcaa7e8e4,Success,['Mr. PEET is at the head of the Institution for the Deaf and Dumb.']
4,nyt://article/961efd44-b71a-5cbc-9220-c652db861aa9,Success,"['ADVERTISEMENT  -- This gentleman for the last twenty-eight years valuably connected with the Deaf and Dumb Institution of this City as steward, died on Monday.']"
5,nyt://article/9682f13e-8851-5579-b7ba-1388120ac076,Success,"['The New-York institutions for the Deaf and Dumb, and for the Blind; the Asylum for Idiots at Syracuse, and the Lunatic Asylum at Utica, have each been measurably prosperous, and I am glad to inform you that, with a single exception, they require no legislation.']"
6,nyt://article/96f90d73-acf6-5573-aa4f-aed826f55b9d,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  Estha Rubenstein, 6 years old, a deaf mute, was killed in front of her home at 821 Forest Avenue, the Bronx, last evening.', 'MOTOR TRUCK KILLS DEAF AND DUMB GIRL; Child Stumbles Into Car as She Chases Balloon and Is Caught in Mechanism.']"
7,nyt://article/97340ff5-0d91-53c7-85b8-602af101716a,Success,['INSTITUTION FOR THE DEAF AND DUMB.']
8,nyt://article/982eeb7a-300a-575d-ac31-52f0af5196bd,Full text is unavailable for this digitized archive article.,"['Peet, Principal of the New-York Institution for the Instruction of the Deaf and Dumb, has issued a pamphlet calling attention to the great importance of education to a deaf-mute, ... VIEW FULL ARTICLE IN TIMESMACHINE » ADVERTISEMENT', 'INSTRUCTION FOR THE DEAF AND DUMB.']"
9,nyt://article/9853f4f0-1fb8-5c58-810a-7e5bd04d2030,Success,"['“We would have to draw a jury of deaf, dumb and blind,” Judge Smith said in San Francisco, where he has been handling the case as a visiting judge.']"
0,nyt://article/987da4df-91b9-5167-9094-297c761fe15c,Success,"['America, as a whole, would seem to have gone deaf, dumb and blind.']"
1,nyt://article/98958386-9f9b-5ea3-bae9-580e790a20fd,Full text is unavailable for this digitized archive article.,"[""Corcoran 'Deaf and Dumb' When Queried on Tydings""]"
2,nyt://article/98d94fa7-21fd-5625-a67d-3d2634f63243,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  About four years ago, Gen. Egbert L. Viele, C.E., made a report to the Board of Health, in which reference was made to the defective ventilation and drainage which then existed in the Institute for the Deaf and Dumb at One Hundred and Sixty-second street and Eleventh avenue.', 'THE DEAF AND DUMB INSTITUTION.; ITS SANITARY CONDITION DRAINAGE AND VENTILATION RECENT IMPROVEMENTS EFFECTED.']"
3,nyt://article/993dc4f2-632b-558a-ac16-915fc08a9b79,Success,"['Ministers of religion who, on the 10th of April, 1862, were and still are in the discharge of their regular ministerial duties; superintendents of asylums for the deaf, dumb, blind and insane; one editor of each newspaper established and being published on the 10th of April, 1862, who was owner or editor of a newspaper at that date, and which has been so published regularly since that time, and such journeymen printers as such editor may, under oath, declare are indispensable for printing said newspaper; one apothecary doing business on the 10th of April, 1862, and who is now and has been since that time doing business; all physicians over thirty-five years of age who for the last seven years have been in the actual practice of their profession; and teachers of twenty children whose schools have been in operation for the past two years; Provided, that when the occupations here mentioned have been interrupted by the occupation of the enemy and resumed at the place of residence, the persons named shall be entitled to exemption.']"
4,nyt://article/9ad8145b-7573-5a73-9143-f0daea4d64ed,Success,"['ADVERTISEMENT The amount of school money for the fiscal years 1863-4 is as follows: From the Common School Fund........................$155,000 00 From the United States Deposit Fund..................165,000 00 From the State School Tax................................1,090,841 11 Total...............................................................$1,410,841 11 This is apportioned as follows: For Salaries of School Commissioners...............$56,000 00 For District Quotas..............................................428,168 22 For Pupil Quotas.................................................871,560 74 For Libraries..........................................................55,000 00 For Contingent Apportionment...................................112 15 Total...........................................................$1,410,841 11 The actual expenditure for the maintenance of the schools for the years 1862-3, was: In the Cities...........................................$2,030,598 91 In Rural Districts......................................1,828,560 30 Total.......................................................$3,859,159 21 The New-York Institution for the Instruction of the Deaf and Dumb is effectively fulfilling the purpose of its establishment.']"
5,nyt://article/9bce0813-c172-5832-a7c3-1324eda41329,Full text is unavailable for this digitized archive article.,"['THE PEOPLE ON TILDEN.; THE SHAM REFORMER FROM VARIOUS STAND-POINTS.A DISGUSTED DEMOCRAT. MR. TILDEN\'S VIOLATION OF LAW. HOW GOV. TILDEN ""ENTERTAINS."" TILDEN AND THE SAVINGS BANKS. MR. TILDEN AND THE UNION MEETING. GOV. TILDEN AND THE DISTRICT COURES. THE DEAF AND DUMB IN POLITICS.']"
6,nyt://article/9bd8caad-c4c4-5db7-bcba-e8062777f1e2,Full text is unavailable for this digitized archive article.,['THEIR GOLDEN WEDDING DAY; Dr. AND MRS. THOMAS GALLAUDET MEET MANY FRIENDS. Celebration in the Institution got the Deaf and Dumb -- Gifts to the Venerable Couple.']
7,nyt://article/9c1699fd-8b2d-5e55-8f7d-48344cebe3e0,Full text is unavailable for this digitized archive article.,['MORE AMAZING CURES AT LOURDES; A Girl Who Had Been Deaf and Dumb for Three Years Regains Her Faculties.']
8,nyt://article/9c450096-5321-52a9-9e80-0f1b50705c54,Full text is unavailable for this digitized archive article.,"[""LOCAL INTELLIGENCE.; CHAMBER OF COMMERCE. New Plans Recommended for the Improvement of Wharves and Piers -- The Usury Law--Portrait of Elias Hicks, Nineteenth President of the Chamber of Commerce. BOARD OF HEALTH. Re-election of Jackson S. Schultz as President--Superintendent Dalton's Weekly Sanitary Report--Election of a Brooklyn Inspector--Successful Disinfection of Premises, &c. BOARD OF ALDERMEN. The Battery Enlargemont--The Weehawken Ferry--The Broadway Pavement--The Tax Levy. BOARD OF COUNCILMEN. The Post and Barge Office Sites--The Battery Enlargement. Robbery of a Clothing House-$6,000 Worth of Goods Stolen by a Clerk. Cruelty to Animals. Complaints Under the Excise Law. Extensive Theft of Gold Certificates by a Broker's Clerk-A Portion of the Property Recovered. The Deaf and Dumb Institution. Commissioners of Charities and Correction. POLICE COURTS. The Tombs-Before Justice Dowling. Jefferson Market--Before Justice Dodge. Essex Market--Before Justice Shandley. Yorkville Court--Before Justice Kelly. GENERAL CITY NEWS.""]"
9,nyt://article/9c450a6c-3655-5d73-94af-d7eb156137b5,Success,"['Mr. MORRIS presented specimens of boiler iron, crystallized by the action of fire, being portions of a boiler lately used in the Deaf and Dumb institution.']"
